# Settings (Grid Search) : f = 2, angles = None, n = 6x6, pmax = 15, backend = statevector_simulator (Aer), optimizer = COBYLA, (maxiter, tol) = (100, 1e-06), Hamiltonian, shots = 256
p,avg_cost,opt_proba,angles_0,angles_1,angles_2,angles_3,angles_4,angles_5,angles_6,angles_7,angles_8,angles_9,angles_10,angles_11,angles_12,angles_13,angles_14,angles_15,angles_16,angles_17,angles_18,angles_19,angles_20,angles_21,angles_22,angles_23,angles_24,angles_25,angles_26,angles_27,angles_28,angles_29
1.0,-19.37704127897152,0.1560805806642548,0.3884052495230605,0.8307312254297594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,-20.0492411417937,0.3231337430057442,0.6020521137800262,0.3423668161981958,0.5722776637652709,1.0592379794695352,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-20.31640271454414,0.4254083923628596,0.5811607477348858,0.4717777078842323,0.2497075162646627,0.4000141272673954,0.7326368530155767,0.9817325813405242,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-20.41583204796083,0.485082527552434,0.6310466989223813,0.5352106120213295,0.3623344817149083,0.167596035632441,0.3278050974517379,0.6556758089473016,0.9178727911334139,1.176002475768148,,,,,,,,,,,,,,,,,,,,,,
5.0,-20.49041880920695,0.6054141573866381,0.6988395699241722,0.5845301222710642,0.4256415185853988,0.76342290279988,2.6033125438383613,0.23207875297174763,0.5711061808576403,0.8775563856123849,1.0274550086521286,6.092348079086815,,,,,,,,,,,,,,,,,,,,
6.0,-20.580697203776573,0.7852920643059904,0.8986539373051734,1.4377976690124905,1.3937643012725196,0.9687776462125728,2.1119998037978243,2.434773444403601,0.5180345306394578,0.8378617273982965,0.89975216744444,1.194481669722152,5.725207473170594,2.8275866112380474,,,,,,,,,,,,,,,,,,
7.0,-20.642784965154377,0.8164999911526518,0.856020486952045,1.4115715864264005,1.3678771078084533,0.9596712099080228,2.0780293207629588,2.449918492616173,3.065519602354239,0.5449222124131978,0.8237627104533658,0.937212035394098,1.1514770014864872,5.683196523947609,2.872713526889169,2.121338587798144,,,,,,,,,,,,,,,,
8.0,-20.69862319083694,0.8467550895488675,0.8784316913786043,1.3754854366814644,1.4337014530548815,0.927351025933594,2.090867476039228,2.445318908415409,3.010120534158319,3.110793336238942,0.5380640220259885,0.8005387378070887,0.939041465042151,1.1343528546460133,5.662896279598552,2.9088926251723155,2.375337018769011,5.258333351216892,,,,,,,,,,,,,,
9.0,-20.72997653871308,0.8622499411829354,0.8607222475816927,1.3610017081660606,1.4528057373984258,0.8846072616758099,2.0798839650007896,2.4212391305746017,3.005247048825169,3.095609513580178,0.055054481187741,0.5189503522781154,0.8206994886705274,0.9711785402518665,1.1283197711696769,5.686204210134374,2.9345862399161695,2.409514603707028,5.226207542453635,2.1588881365635606,,,,,,,,,,,,
10.0,-20.750542682916468,0.8690061432314513,0.8677489991486036,1.3572776762236125,1.4539872963528595,0.8752981268247928,2.077217063188577,2.3968125521305472,2.981455747592868,3.0755305742487917,0.2287013587558365,2.955492923234837,0.5233408352990256,0.8149868178209294,0.9795901995731935,1.1144986325230217,5.628843301771455,2.959829682603717,2.419879399052977,5.22111542641862,2.176207806345925,0.06826296249203345,,,,,,,,,,
11.0,-20.760555466353257,0.8733060166426929,0.8611078141164312,1.3590261850111507,1.4546852653643056,0.8770561728188633,2.073858568277804,2.377686770088634,2.977024007596193,3.0670320759939678,0.2300161900662171,2.959659073546383,0.0055051380232554,0.4998265645815074,0.8163140159342408,0.977200096785471,1.076587529560408,5.6327658125887865,2.963126906829477,2.4304431813683447,5.207814650528772,2.3011376893831574,0.06665778743379036,4.216754107251154,,,,,,,,
12.0,-20.767367617432548,0.8797280135921027,0.8686754534909764,1.3626982888222725,1.4518814698581088,0.8772399510954032,2.085393507513443,2.3792817110520565,2.974145493243165,3.047285450428331,0.2275173274153542,2.970936231841848,0.0061582282557931,3.1297502305866627,0.5037590872728472,0.8083345736335525,0.9531857623027742,1.0780029376293978,5.616320423460197,2.9506802710249267,2.5198557577097374,5.2098379185041015,2.2428566621964583,0.1343383793093551,4.349338620137008,6.1387111201921005,,,,,,
13.0,-20.78503118420764,0.8887878070936802,0.8589167280124362,1.3545368649864342,1.4521125808267072,0.8572588584458838,2.075297606976151,2.358651466057785,2.9525213207344803,3.0313498687368066,0.2275382719313968,2.963824975582491,0.0064705939207661,3.1187794930063037,0.0027758595970751,0.4989278806180195,0.8167953160361563,0.9602143833239625,1.0664193969667544,5.619924461484363,2.9529281862941428,2.520388304004615,5.190516826716728,2.2418389049484784,0.13519933851366872,4.3336910345682345,6.123039976268643,3.1415926626344723,,,,
14.0,-20.80230673767273,0.8989575783398779,0.8622212758211721,1.3577071192412793,1.4565031660908356,0.8587180842432409,2.0781033922694028,2.3614954429748023,2.9532469003825303,3.032916591418753,0.2271354456120966,2.9652849319472474,0.0077957821276203,3.118545842434457,0.1864851959554349,2.971336866789861,0.5000025026162156,0.8169195871384956,0.9670215547405139,1.0471510379576126,5.617481824519636,2.951707398842871,2.618347398537796,5.069763824271694,2.1658440987865957,0.19475647884993386,4.153170265191582,6.226072857365207,2.2461062351646737,6.2821669009016095,,
15.0,-20.82726469430308,0.9085049320962136,0.8707717114091367,1.3431743222773402,1.448061544061474,0.836195510280299,2.046104092551509,2.337373873482304,2.911542281589892,3.0024003850413608,0.2187995971544782,2.930830607389421,3.1279619118003743,0.0084703995776234,0.2336724348088323,2.9283529996953783,3.123303344328391,0.48996258787024694,0.81391248815547,1.019056469620228,1.0265793643524734,5.616333317186412,3.00673039711232,2.647310580644548,5.029467651906813,2.1831828438903305,0.2255783349631395,4.18401742426297,6.256938061670179,2.2536588125835566,0.08265136851303989,3.195841879174122
