# Reduction : NTR-KZFD based ; Ising before applying embedding
k,rcs,at,meanr,minr,maxr,proba,nbdup,maxdup,nbduperrors
5,0.15,100,0.6312000000000003,0.44,0.92,0.0,118,7,7
5,0.15,200,0.6248000000000004,0.44,0.84,0.0,118,7,9
5,0.15,300,0.6128000000000005,0.4,0.88,0.0,118,7,8
5,0.15,400,0.6468000000000003,0.44,0.88,0.0,118,7,5
5,0.15,500,0.6352,0.44,0.88,0.0,118,7,10
5,0.15,600,0.6056000000000005,0.36,0.84,0.0,118,7,7
5,0.15,700,0.6288000000000001,0.44,0.96,0.0,118,7,9
5,0.15,800,0.6376000000000004,0.44,0.84,0.0,118,7,9
5,0.15,900,0.6508000000000004,0.4,0.88,0.0,118,7,8
5,0.15,1000,0.6455999999999997,0.44,1.0,0.01,118,7,7
5,0.15,1100,0.6168,0.4,0.92,0.0,118,7,13
5,0.15,1200,0.6504000000000001,0.4,0.84,0.0,118,7,6
5,0.15,1300,0.6288000000000001,0.4,0.84,0.0,118,7,9
5,0.15,1400,0.6168000000000002,0.44,0.92,0.0,118,7,9
5,0.15,1500,0.6308000000000005,0.48,0.8,0.0,118,7,10
5,0.15,1600,0.6428000000000001,0.44,0.92,0.0,118,7,8
5,0.15,1700,0.6708,0.4,0.92,0.0,118,7,4
5,0.15,1800,0.6152000000000003,0.36,0.92,0.0,118,7,11
5,0.15,1900,0.6276000000000002,0.44,0.92,0.0,118,7,13
5,0.15,2000,0.6244000000000002,0.36,0.92,0.0,118,7,9
6,0.15,100,0.7292000000000003,0.44,0.96,0.0,108,7,5
6,0.15,200,0.7084,0.4,0.96,0.0,108,7,6
6,0.15,300,0.7335999999999998,0.48,0.96,0.0,108,7,6
6,0.15,400,0.6988,0.44,0.96,0.0,108,7,10
6,0.15,500,0.6704000000000001,0.44,0.96,0.0,108,7,4
6,0.15,600,0.6944000000000001,0.44,0.96,0.0,108,7,7
6,0.15,700,0.6827999999999999,0.4,0.96,0.0,108,7,5
6,0.15,800,0.7008,0.36,0.96,0.0,108,7,5
6,0.15,900,0.6988000000000001,0.32,0.92,0.0,108,7,6
6,0.15,1000,0.7404000000000004,0.52,0.96,0.0,108,7,9
6,0.15,1100,0.7464000000000002,0.48,0.92,0.0,108,7,6
6,0.15,1200,0.7508000000000001,0.48,0.96,0.0,108,7,7
6,0.15,1300,0.7160000000000004,0.48,0.92,0.0,108,7,5
6,0.15,1400,0.7280000000000002,0.44,0.92,0.0,108,7,7
6,0.15,1500,0.6644000000000001,0.36,0.88,0.0,108,7,4
6,0.15,1600,0.7444,0.48,0.92,0.0,108,7,8
6,0.15,1700,0.7351999999999999,0.44,0.96,0.0,108,7,5
6,0.15,1800,0.7412000000000003,0.48,0.96,0.0,108,7,12
6,0.15,1900,0.7163999999999998,0.52,0.96,0.0,108,7,5
6,0.15,2000,0.7124000000000001,0.44,0.96,0.0,108,7,8
7,0.15,100,0.7356000000000006,0.48,0.88,0.0,153,8,5
7,0.15,200,0.7328000000000005,0.48,0.92,0.0,153,8,8
7,0.15,300,0.7412000000000002,0.52,0.88,0.0,153,8,6
7,0.15,400,0.7524000000000002,0.52,0.92,0.0,153,8,6
7,0.15,500,0.7676000000000002,0.56,0.88,0.0,153,8,6
7,0.15,600,0.7532000000000005,0.44,0.92,0.0,153,8,9
7,0.15,700,0.7732000000000001,0.56,0.96,0.0,153,8,7
7,0.15,800,0.7672,0.52,0.92,0.0,153,8,5
7,0.15,900,0.7836000000000003,0.44,0.92,0.0,153,8,9
7,0.15,1000,0.7516000000000003,0.56,0.92,0.0,153,8,8
7,0.15,1100,0.7840000000000003,0.56,0.92,0.0,153,8,7
7,0.15,1200,0.7787999999999999,0.52,0.92,0.0,153,8,5
7,0.15,1300,0.7976000000000005,0.48,0.92,0.0,153,8,11
7,0.15,1400,0.7535999999999998,0.4,0.96,0.0,153,8,10
7,0.15,1500,0.7868000000000005,0.56,0.92,0.0,153,8,7
7,0.15,1600,0.7611999999999999,0.56,0.92,0.0,153,8,8
7,0.15,1700,0.7303999999999999,0.44,0.92,0.0,153,8,5
7,0.15,1800,0.7256000000000001,0.44,0.92,0.0,153,8,6
7,0.15,1900,0.7640000000000003,0.56,0.96,0.0,153,8,8
7,0.15,2000,0.7536000000000002,0.6,0.96,0.0,153,8,6
8,0.15,100,0.6688,0.44,0.92,0.0,123,8,5
8,0.15,200,0.6884000000000001,0.52,0.88,0.0,123,8,8
8,0.15,300,0.6932,0.48,0.92,0.0,123,8,8
8,0.15,400,0.6780000000000002,0.44,0.96,0.0,123,8,10
8,0.15,500,0.6900000000000002,0.4,0.96,0.0,123,8,10
8,0.15,600,0.6963999999999999,0.44,0.96,0.0,123,8,6
8,0.15,700,0.6911999999999998,0.36,0.92,0.0,123,8,8
8,0.15,800,0.6976000000000003,0.44,0.92,0.0,123,8,7
8,0.15,900,0.6587999999999999,0.4,0.92,0.0,123,8,11
8,0.15,1000,0.6915999999999998,0.44,0.92,0.0,123,8,6
8,0.15,1100,0.7016000000000001,0.44,0.88,0.0,123,8,10
8,0.15,1200,0.6964,0.44,0.96,0.0,123,8,11
8,0.15,1300,0.6828000000000002,0.44,0.88,0.0,123,8,9
8,0.15,1400,0.7032000000000003,0.48,0.96,0.0,123,8,9
8,0.15,1500,0.7056,0.44,0.88,0.0,123,8,11
8,0.15,1600,0.7036000000000002,0.48,0.96,0.0,123,8,7
8,0.15,1700,0.7032000000000004,0.36,0.88,0.0,123,8,10
8,0.15,1800,0.6888,0.4,0.88,0.0,123,8,14
8,0.15,1900,0.6836000000000001,0.48,0.88,0.0,123,8,8
8,0.15,2000,0.6936000000000001,0.48,0.92,0.0,123,8,9
9,0.15,100,0.6584000000000003,0.36,0.96,0.0,103,7,9
9,0.15,200,0.7372000000000007,0.44,0.96,0.0,103,7,10
9,0.15,300,0.6748000000000003,0.4,0.96,0.0,103,7,10
9,0.15,400,0.6476,0.32,0.92,0.0,103,7,9
9,0.15,500,0.6308,0.32,0.88,0.0,103,7,6
9,0.15,600,0.6684000000000002,0.36,0.88,0.0,103,7,7
9,0.15,700,0.6576000000000001,0.44,0.88,0.0,103,7,8
9,0.15,800,0.6739999999999999,0.32,0.96,0.0,103,7,10
9,0.15,900,0.6567999999999999,0.44,0.92,0.0,103,7,6
9,0.15,1000,0.6548000000000002,0.36,0.96,0.0,103,7,10
9,0.15,1100,0.6940000000000002,0.36,0.92,0.0,103,7,7
9,0.15,1200,0.6572,0.4,0.92,0.0,103,7,7
9,0.15,1300,0.6560000000000001,0.4,0.88,0.0,103,7,7
9,0.15,1400,0.6196000000000003,0.36,0.96,0.0,103,7,9
9,0.15,1500,0.6828000000000003,0.4,0.96,0.0,103,7,9
9,0.15,1600,0.6503999999999999,0.4,1.0,0.01,103,7,7
9,0.15,1700,0.6196000000000003,0.36,0.96,0.0,103,7,7
9,0.15,1800,0.6484000000000002,0.32,0.92,0.0,103,7,6
9,0.15,1900,0.6840000000000004,0.4,0.92,0.0,103,7,9
9,0.15,2000,0.6496000000000002,0.44,0.92,0.0,103,7,5
