# Reduction : NTR-KZFD based ; Ising before applying embedding
k,rcs,at,meanr,minr,maxr,proba,nbdup,maxdup,nbduperrors
0,0.6,100,0.9544444444444441,0.5555555555555556,1.0,0.72,2,2,1
0,0.6,200,0.9677777777777774,0.5555555555555556,1.0,0.79,2,2,1
0,0.6,300,0.9788888888888886,0.6666666666666666,1.0,0.87,2,2,0
0,0.6,400,0.9566666666666664,0.6666666666666666,1.0,0.8,2,2,0
0,0.6,500,0.9555555555555553,0.6666666666666666,1.0,0.79,2,2,1
0,0.6,600,0.9577777777777776,0.5555555555555556,1.0,0.79,2,2,0
0,0.6,700,0.9499999999999997,0.6666666666666666,1.0,0.73,2,2,0
0,0.6,800,0.9655555555555553,0.6666666666666666,1.0,0.86,2,2,1
0,0.6,900,0.9633333333333332,0.6666666666666666,1.0,0.78,2,2,0
0,0.6,1000,0.9777777777777775,0.6666666666666666,1.0,0.86,2,2,0
0,0.6,1100,0.981111111111111,0.6666666666666666,1.0,0.9,2,2,0
0,0.6,1200,0.9811111111111108,0.6666666666666666,1.0,0.88,2,2,0
0,0.6,1300,0.9699999999999998,0.6666666666666666,1.0,0.85,2,2,0
0,0.6,1400,0.9844444444444441,0.6666666666666666,1.0,0.91,2,2,0
0,0.6,1500,0.9722222222222223,0.5555555555555556,1.0,0.84,2,2,0
0,0.6,1600,0.9788888888888887,0.6666666666666666,1.0,0.85,2,2,0
0,0.6,1700,0.9666666666666665,0.6666666666666666,1.0,0.82,2,2,0
0,0.6,1800,0.9788888888888887,0.6666666666666666,1.0,0.89,2,2,0
0,0.6,1900,0.9844444444444442,0.6666666666666666,1.0,0.88,2,2,0
0,0.6,2000,0.9811111111111107,0.6666666666666666,1.0,0.89,2,2,1
1,0.6,100,0.9766666666666666,0.7777777777777778,1.0,0.82,2,2,0
1,0.6,200,0.9844444444444441,0.7777777777777778,1.0,0.88,2,2,0
1,0.6,300,0.9755555555555552,0.7777777777777778,1.0,0.82,2,2,0
1,0.6,400,0.9888888888888887,0.7777777777777778,1.0,0.91,2,2,0
1,0.6,500,0.9811111111111108,0.7777777777777778,1.0,0.85,2,2,0
1,0.6,600,0.982222222222222,0.6666666666666666,1.0,0.87,2,2,0
1,0.6,700,0.982222222222222,0.7777777777777778,1.0,0.86,2,2,0
1,0.6,800,0.981111111111111,0.6666666666666666,1.0,0.87,2,2,0
1,0.6,900,0.9899999999999999,0.7777777777777778,1.0,0.92,2,2,0
1,0.6,1000,0.9899999999999999,0.8888888888888888,1.0,0.91,2,2,0
1,0.6,1100,0.9777777777777777,0.8888888888888888,1.0,0.8,2,2,0
1,0.6,1200,0.9866666666666666,0.6666666666666666,1.0,0.9,2,2,1
1,0.6,1300,0.982222222222222,0.7777777777777778,1.0,0.85,2,2,0
1,0.6,1400,0.9888888888888887,0.7777777777777778,1.0,0.92,2,2,0
1,0.6,1500,0.9799999999999998,0.7777777777777778,1.0,0.84,2,2,0
1,0.6,1600,0.9899999999999999,0.8888888888888888,1.0,0.91,2,2,0
1,0.6,1700,0.9877777777777778,0.6666666666666666,1.0,0.91,2,2,1
1,0.6,1800,0.992222222222222,0.8888888888888888,1.0,0.93,2,2,0
1,0.6,1900,0.9933333333333332,0.8888888888888888,1.0,0.94,2,2,0
1,0.6,2000,0.9799999999999999,0.6666666666666666,1.0,0.85,2,2,0
2,0.6,100,0.9677777777777776,0.6666666666666666,1.0,0.83,2,2,0
2,0.6,200,0.941111111111111,0.5555555555555556,1.0,0.73,2,2,0
2,0.6,300,0.9588888888888886,0.6666666666666666,1.0,0.78,2,2,0
2,0.6,400,0.9633333333333333,0.6666666666666666,1.0,0.83,2,2,1
2,0.6,500,0.97,0.6666666666666666,1.0,0.87,2,2,1
2,0.6,600,0.9677777777777774,0.6666666666666666,1.0,0.83,2,2,0
2,0.6,700,0.9711111111111111,0.6666666666666666,1.0,0.84,2,2,1
2,0.6,800,0.9677777777777776,0.5555555555555556,1.0,0.83,2,2,0
2,0.6,900,0.9588888888888889,0.6666666666666666,1.0,0.79,2,2,0
2,0.6,1000,0.9488888888888889,0.5555555555555556,1.0,0.8,2,2,1
2,0.6,1100,0.9544444444444443,0.6666666666666666,1.0,0.81,2,2,0
2,0.6,1200,0.9544444444444443,0.5555555555555556,1.0,0.81,2,2,0
2,0.6,1300,0.9611111111111111,0.6666666666666666,1.0,0.77,2,2,1
2,0.6,1400,0.964444444444444,0.6666666666666666,1.0,0.81,2,2,0
2,0.6,1500,0.9733333333333333,0.6666666666666666,1.0,0.85,2,2,0
2,0.6,1600,0.9699999999999998,0.6666666666666666,1.0,0.88,2,2,0
2,0.6,1700,0.9477777777777776,0.5555555555555556,1.0,0.76,2,2,1
2,0.6,1800,0.9555555555555553,0.6666666666666666,1.0,0.79,2,2,0
2,0.6,1900,0.9688888888888889,0.5555555555555556,1.0,0.85,2,2,0
2,0.6,2000,0.9633333333333333,0.5555555555555556,1.0,0.84,2,2,1
3,0.6,100,0.9777777777777774,0.7777777777777778,1.0,0.82,2,2,0
3,0.6,200,0.9644444444444441,0.7777777777777778,1.0,0.73,2,2,0
3,0.6,300,0.9811111111111108,0.5555555555555556,1.0,0.88,2,2,1
3,0.6,400,0.9711111111111108,0.7777777777777778,1.0,0.78,2,2,0
3,0.6,500,0.9755555555555552,0.7777777777777778,1.0,0.83,2,2,0
3,0.6,600,0.9766666666666662,0.7777777777777778,1.0,0.82,2,2,0
3,0.6,700,0.9799999999999999,0.7777777777777778,1.0,0.83,2,2,0
3,0.6,800,0.982222222222222,0.7777777777777778,1.0,0.85,2,2,0
3,0.6,900,0.9877777777777775,0.7777777777777778,1.0,0.9,2,2,0
3,0.6,1000,0.9766666666666665,0.7777777777777778,1.0,0.81,2,2,0
3,0.6,1100,0.9766666666666665,0.7777777777777778,1.0,0.83,2,2,0
3,0.6,1200,0.9799999999999998,0.6666666666666666,1.0,0.86,2,2,0
3,0.6,1300,0.9866666666666666,0.8888888888888888,1.0,0.88,2,2,0
3,0.6,1400,0.9811111111111108,0.7777777777777778,1.0,0.85,2,2,0
3,0.6,1500,0.9788888888888886,0.7777777777777778,1.0,0.86,2,2,0
3,0.6,1600,0.982222222222222,0.7777777777777778,1.0,0.85,2,2,0
3,0.6,1700,0.9777777777777777,0.7777777777777778,1.0,0.81,2,2,0
3,0.6,1800,0.9855555555555554,0.7777777777777778,1.0,0.89,2,2,0
3,0.6,1900,0.9766666666666665,0.7777777777777778,1.0,0.82,2,2,0
3,0.6,2000,0.9855555555555554,0.7777777777777778,1.0,0.89,2,2,0
4,0.6,100,0.9466666666666661,0.7777777777777778,1.0,0.54,2,2,0
4,0.6,200,0.9677777777777774,0.7777777777777778,1.0,0.73,2,2,0
4,0.6,300,0.9555555555555553,0.6666666666666666,1.0,0.64,2,2,1
4,0.6,400,0.9555555555555554,0.7777777777777778,1.0,0.62,2,2,1
4,0.6,500,0.9699999999999995,0.7777777777777778,1.0,0.74,2,2,0
4,0.6,600,0.954444444444444,0.7777777777777778,1.0,0.62,2,2,1
4,0.6,700,0.953333333333333,0.7777777777777778,1.0,0.59,2,2,1
4,0.6,800,0.9566666666666664,0.7777777777777778,1.0,0.63,2,2,1
4,0.6,900,0.9577777777777774,0.7777777777777778,1.0,0.66,2,2,1
4,0.6,1000,0.9699999999999999,0.7777777777777778,1.0,0.75,2,2,1
4,0.6,1100,0.9655555555555554,0.7777777777777778,1.0,0.7,2,2,1
4,0.6,1200,0.9633333333333333,0.8888888888888888,1.0,0.67,2,2,0
4,0.6,1300,0.9644444444444443,0.8888888888888888,1.0,0.68,2,2,0
4,0.6,1400,0.9588888888888887,0.6666666666666666,1.0,0.67,2,2,0
4,0.6,1500,0.942222222222222,0.6666666666666666,1.0,0.54,2,2,0
4,0.6,1600,0.9455555555555553,0.7777777777777778,1.0,0.55,2,2,1
4,0.6,1700,0.9555555555555557,0.6666666666666666,1.0,0.62,2,2,1
4,0.6,1800,0.9755555555555556,0.8888888888888888,1.0,0.78,2,2,1
4,0.6,1900,0.9566666666666664,0.7777777777777778,1.0,0.63,2,2,1
4,0.6,2000,0.9533333333333331,0.7777777777777778,1.0,0.59,2,2,1
5,0.6,100,0.972222222222222,0.7777777777777778,1.0,0.79,2,2,0
5,0.6,200,0.9666666666666665,0.6666666666666666,1.0,0.75,2,2,0
5,0.6,300,0.9833333333333332,0.6666666666666666,1.0,0.88,2,2,0
5,0.6,400,0.9677777777777777,0.7777777777777778,1.0,0.72,2,2,0
5,0.6,500,0.9655555555555551,0.7777777777777778,1.0,0.77,2,2,0
5,0.6,600,0.9755555555555553,0.7777777777777778,1.0,0.81,2,2,0
5,0.6,700,0.9666666666666663,0.7777777777777778,1.0,0.75,2,2,0
5,0.6,800,0.9688888888888886,0.7777777777777778,1.0,0.77,2,2,0
5,0.6,900,0.9799999999999998,0.7777777777777778,1.0,0.84,2,2,0
5,0.6,1000,0.9766666666666665,0.7777777777777778,1.0,0.81,2,2,0
5,0.6,1100,0.9777777777777775,0.7777777777777778,1.0,0.81,2,2,0
5,0.6,1200,0.981111111111111,0.7777777777777778,1.0,0.85,2,2,0
5,0.6,1300,0.981111111111111,0.6666666666666666,1.0,0.87,2,2,0
5,0.6,1400,0.972222222222222,0.7777777777777778,1.0,0.77,2,2,0
5,0.6,1500,0.9822222222222221,0.7777777777777778,1.0,0.85,2,2,1
5,0.6,1600,0.9788888888888887,0.6666666666666666,1.0,0.86,2,2,0
5,0.6,1700,0.9766666666666665,0.7777777777777778,1.0,0.81,2,2,0
5,0.6,1800,0.973333333333333,0.7777777777777778,1.0,0.79,2,2,0
5,0.6,1900,0.9811111111111108,0.7777777777777778,1.0,0.85,2,2,0
5,0.6,2000,0.9833333333333332,0.7777777777777778,1.0,0.86,2,2,1
6,0.6,100,0.9188888888888884,0.6666666666666666,1.0,0.61,2,2,0
6,0.6,200,0.9466666666666665,0.5555555555555556,1.0,0.73,2,2,1
6,0.6,300,0.9366666666666664,0.6666666666666666,1.0,0.66,2,2,0
6,0.6,400,0.8922222222222221,0.6666666666666666,1.0,0.47,2,2,1
6,0.6,500,0.9455555555555553,0.6666666666666666,1.0,0.72,2,2,0
6,0.6,600,0.9388888888888887,0.6666666666666666,1.0,0.67,2,2,1
6,0.6,700,0.9322222222222222,0.7777777777777778,1.0,0.65,2,2,0
6,0.6,800,0.9166666666666664,0.6666666666666666,1.0,0.6,2,2,0
6,0.6,900,0.9533333333333331,0.6666666666666666,1.0,0.76,2,2,0
6,0.6,1000,0.931111111111111,0.6666666666666666,1.0,0.68,2,2,0
6,0.6,1100,0.9344444444444442,0.7777777777777778,1.0,0.67,2,2,0
6,0.6,1200,0.9522222222222222,0.5555555555555556,1.0,0.76,2,2,1
6,0.6,1300,0.9399999999999998,0.5555555555555556,1.0,0.7,2,2,1
6,0.6,1400,0.9477777777777778,0.6666666666666666,1.0,0.72,2,2,0
