# Reduction : NTR-KZFD based ; Ising before applying embedding
k,rcs,at,meanr,minr,maxr,proba,nbdup,maxdup,nbduperrors
1,0.55,900,0.9966666666666667,0.9333333333333333,1.0,0.95,3,2,0
1,0.55,1000,0.9953333333333334,0.9333333333333333,1.0,0.93,3,2,0
1,0.55,1100,0.9953333333333334,0.9333333333333333,1.0,0.93,3,2,1
1,0.55,1200,0.9953333333333333,0.8666666666666667,1.0,0.94,3,2,1
1,0.55,1300,0.996,0.8666666666666667,1.0,0.96,3,2,0
1,0.55,1400,0.9953333333333336,0.9333333333333333,1.0,0.93,3,2,1
1,0.55,1500,0.9980000000000001,0.9333333333333333,1.0,0.97,3,2,1
1,0.55,1600,0.9953333333333334,0.8666666666666667,1.0,0.94,3,2,0
1,0.55,1700,0.9966666666666667,0.9333333333333333,1.0,0.95,3,2,0
1,0.55,1800,0.9939999999999998,0.9333333333333333,1.0,0.91,3,2,1
1,0.55,1900,0.9973333333333333,0.9333333333333333,1.0,0.96,3,2,1
1,0.55,2000,0.9966666666666668,0.9333333333333333,1.0,0.95,3,2,1
2,0.55,100,0.9446666666666667,0.7333333333333333,1.0,0.67,3,2,0
2,0.55,200,0.97,0.7333333333333333,1.0,0.82,3,2,0
2,0.55,300,0.9393333333333332,0.7333333333333333,1.0,0.57,3,2,0
2,0.55,400,0.9513333333333336,0.7333333333333333,1.0,0.63,3,2,0
2,0.55,500,0.9313333333333336,0.7333333333333333,1.0,0.58,3,2,1
2,0.55,600,0.9673333333333332,0.7333333333333333,1.0,0.79,3,2,0
2,0.55,700,0.9666666666666666,0.8,1.0,0.78,3,2,0
2,0.55,800,0.9506666666666669,0.7333333333333333,1.0,0.71,3,2,1
2,0.55,900,0.9646666666666666,0.7333333333333333,1.0,0.79,3,2,1
2,0.55,1000,0.9573333333333334,0.7333333333333333,1.0,0.73,3,2,0
2,0.55,1100,0.9446666666666665,0.8,1.0,0.67,3,2,0
2,0.55,1200,0.9680000000000001,0.8,1.0,0.82,3,2,0
2,0.55,1300,0.9660000000000001,0.8,1.0,0.76,3,2,0
2,0.55,1400,0.9653333333333332,0.8,1.0,0.75,3,2,0
2,0.55,1500,0.9746666666666667,0.8,1.0,0.79,3,2,0
2,0.55,1600,0.9666666666666665,0.7333333333333333,1.0,0.75,3,2,1
2,0.55,1700,0.9560000000000001,0.7333333333333333,1.0,0.72,3,2,0
2,0.55,1800,0.9466666666666664,0.7333333333333333,1.0,0.67,3,2,1
2,0.55,1900,0.9293333333333332,0.7333333333333333,1.0,0.56,3,2,0
2,0.55,2000,0.9566666666666667,0.8,1.0,0.71,3,2,0
3,0.55,100,0.9933333333333333,0.9333333333333333,1.0,0.9,3,2,0
3,0.55,200,0.9913333333333331,0.8666666666666667,1.0,0.88,3,2,0
3,0.55,300,0.9933333333333336,0.9333333333333333,1.0,0.9,3,2,0
3,0.55,400,0.9933333333333333,0.9333333333333333,1.0,0.9,3,2,0
3,0.55,500,0.9913333333333334,0.9333333333333333,1.0,0.87,3,2,0
3,0.55,600,0.9939999999999999,0.8666666666666667,1.0,0.93,3,2,0
3,0.55,700,0.9960000000000001,0.8666666666666667,1.0,0.95,3,2,0
3,0.55,800,0.9946666666666667,0.8666666666666667,1.0,0.93,3,2,1
3,0.55,900,0.9933333333333334,0.9333333333333333,1.0,0.9,3,2,0
3,0.55,1000,0.9946666666666666,0.9333333333333333,1.0,0.92,3,2,0
3,0.55,1100,0.9946666666666668,0.9333333333333333,1.0,0.92,3,2,1
3,0.55,1200,0.9939999999999999,0.9333333333333333,1.0,0.91,3,2,0
3,0.55,1300,0.9960000000000001,0.8666666666666667,1.0,0.95,3,2,0
3,0.55,1400,0.9940000000000001,0.9333333333333333,1.0,0.91,3,2,0
3,0.55,1500,0.9966666666666666,0.8666666666666667,1.0,0.96,3,2,1
3,0.55,1600,0.9906666666666666,0.8666666666666667,1.0,0.87,3,2,0
3,0.55,1700,0.9946666666666668,0.8666666666666667,1.0,0.93,3,2,0
3,0.55,1800,0.9913333333333333,0.9333333333333333,1.0,0.87,3,2,0
3,0.55,1900,0.9940000000000001,0.9333333333333333,1.0,0.91,3,2,0
3,0.55,2000,0.992,0.9333333333333333,1.0,0.88,3,2,0
4,0.55,100,0.9900000000000001,0.9333333333333333,1.0,0.85,3,2,0
4,0.55,200,0.9886666666666666,0.9333333333333333,1.0,0.83,3,2,1
4,0.55,300,0.992,0.9333333333333333,1.0,0.88,3,2,0
4,0.55,400,0.9913333333333334,0.9333333333333333,1.0,0.87,3,2,0
4,0.55,500,0.9919999999999999,0.8666666666666667,1.0,0.89,3,2,0
4,0.55,600,0.9913333333333333,0.9333333333333333,1.0,0.87,3,2,0
4,0.55,700,0.9886666666666664,0.8666666666666667,1.0,0.84,3,2,0
4,0.55,800,0.9940000000000001,0.9333333333333333,1.0,0.91,3,2,0
4,0.55,900,0.9879999999999997,0.8666666666666667,1.0,0.83,3,2,0
4,0.55,1000,0.9886666666666665,0.8666666666666667,1.0,0.84,3,2,0
4,0.55,1100,0.9953333333333334,0.9333333333333333,1.0,0.93,3,2,0
4,0.55,1200,0.9940000000000002,0.9333333333333333,1.0,0.91,3,2,0
4,0.55,1300,0.9926666666666667,0.9333333333333333,1.0,0.89,3,2,0
4,0.55,1400,0.9906666666666666,0.9333333333333333,1.0,0.86,3,2,0
4,0.55,1500,0.988,0.9333333333333333,1.0,0.82,3,2,0
4,0.55,1600,0.9873333333333332,0.8666666666666667,1.0,0.84,3,2,0
4,0.55,1700,0.9939999999999999,0.8666666666666667,1.0,0.92,3,2,0
4,0.55,1800,0.9960000000000001,0.9333333333333333,1.0,0.94,3,2,0
4,0.55,1900,0.9933333333333334,0.8666666666666667,1.0,0.91,3,2,0
4,0.55,2000,0.9946666666666667,0.9333333333333333,1.0,0.92,3,2,0
5,0.55,100,0.988,0.9333333333333333,1.0,0.82,5,3,0
5,0.55,200,0.9913333333333335,0.9333333333333333,1.0,0.87,5,3,0
5,0.55,300,0.9906666666666668,0.8,1.0,0.9,5,3,0
5,0.55,400,0.9926666666666667,0.9333333333333333,1.0,0.89,5,3,1
5,0.55,500,0.9893333333333334,0.9333333333333333,1.0,0.84,5,3,0
5,0.55,600,0.9946666666666667,0.8666666666666667,1.0,0.93,5,3,0
5,0.55,700,0.9873333333333332,0.9333333333333333,1.0,0.81,5,3,0
5,0.55,800,0.9899999999999998,0.8,1.0,0.88,5,3,0
5,0.55,900,0.9913333333333333,0.8,1.0,0.89,5,3,1
5,0.55,1000,0.992,0.9333333333333333,1.0,0.88,5,3,0
5,0.55,1100,0.9906666666666668,0.8,1.0,0.88,5,3,0
5,0.55,1200,0.9913333333333333,0.8666666666666667,1.0,0.88,5,3,1
5,0.55,1300,0.9953333333333333,0.9333333333333333,1.0,0.93,5,3,1
5,0.55,1400,0.9919999999999999,0.8,1.0,0.92,5,3,0
5,0.55,1500,0.9953333333333333,0.9333333333333333,1.0,0.93,5,3,0
5,0.55,1600,0.9913333333333334,0.9333333333333333,1.0,0.87,5,3,0
5,0.55,1700,0.9946666666666667,0.9333333333333333,1.0,0.92,5,3,0
5,0.55,1800,0.9906666666666668,0.9333333333333333,1.0,0.86,5,3,0
5,0.55,1900,0.9880000000000001,0.9333333333333333,1.0,0.82,5,3,0
5,0.55,2000,0.9940000000000001,0.9333333333333333,1.0,0.91,5,3,0
6,0.55,100,0.9879999999999999,0.8,1.0,0.87,3,2,0
6,0.55,200,0.9926666666666667,0.9333333333333333,1.0,0.89,3,2,0
6,0.55,300,0.9946666666666667,0.8666666666666667,1.0,0.93,3,2,0
6,0.55,400,0.9826666666666667,0.8,1.0,0.79,3,2,2
6,0.55,500,0.9940000000000002,0.9333333333333333,1.0,0.91,3,2,0
6,0.55,600,0.9906666666666666,0.9333333333333333,1.0,0.86,3,2,0
6,0.55,700,0.9933333333333333,0.8666666666666667,1.0,0.91,3,2,0
6,0.55,800,0.9933333333333336,0.8666666666666667,1.0,0.91,3,2,0
6,0.55,900,0.9933333333333334,0.9333333333333333,1.0,0.9,3,2,0
6,0.55,1000,0.9866666666666667,0.8,1.0,0.83,3,2,1
6,0.55,1100,0.9919999999999999,0.8666666666666667,1.0,0.89,3,2,0
6,0.55,1200,0.9980000000000001,0.9333333333333333,1.0,0.97,3,2,0
6,0.55,1300,0.9926666666666667,0.8666666666666667,1.0,0.91,3,2,0
6,0.55,1400,0.9886666666666666,0.8666666666666667,1.0,0.84,3,2,1
6,0.55,1500,0.9899999999999998,0.8666666666666667,1.0,0.86,3,2,0
6,0.55,1600,0.9953333333333333,0.8666666666666667,1.0,0.94,3,2,1
6,0.55,1700,0.9953333333333334,0.9333333333333333,1.0,0.93,3,2,0
6,0.55,1800,0.9886666666666666,0.8,1.0,0.85,3,2,0
6,0.55,1900,0.9899999999999999,0.8666666666666667,1.0,0.87,3,2,0
6,0.55,2000,0.9886666666666665,0.8666666666666667,1.0,0.85,3,2,0
7,0.55,100,0.9926666666666667,0.9333333333333333,1.0,0.89,2,2,0
7,0.55,200,0.9953333333333334,0.9333333333333333,1.0,0.93,2,2,0
7,0.55,300,0.9960000000000001,0.9333333333333333,1.0,0.94,2,2,0
7,0.55,400,0.9953333333333333,0.8666666666666667,1.0,0.94,2,2,0
7,0.55,500,0.9946666666666667,0.9333333333333333,1.0,0.92,2,2,0
7,0.55,600,0.9940000000000001,0.9333333333333333,1.0,0.91,2,2,0
7,0.55,700,0.9953333333333333,0.9333333333333333,1.0,0.93,2,2,0
7,0.55,800,0.9966666666666667,0.9333333333333333,1.0,0.95,2,2,0
7,0.55,900,0.9933333333333334,0.9333333333333333,1.0,0.9,2,2,0
7,0.55,1000,0.9953333333333333,0.8666666666666667,1.0,0.94,2,2,0
7,0.55,1100,0.9926666666666667,0.8666666666666667,1.0,0.9,2,2,0
7,0.55,1200,0.9960000000000001,0.9333333333333333,1.0,0.94,2,2,0
7,0.55,1300,0.9946666666666667,0.9333333333333333,1.0,0.92,2,2,0
7,0.55,1400,0.9946666666666667,0.8666666666666667,1.0,0.93,2,2,0
7,0.55,1500,0.9946666666666668,0.8666666666666667,1.0,0.93,2,2,0
7,0.55,1600,0.9960000000000002,0.9333333333333333,1.0,0.94,2,2,0
7,0.55,1700,0.9879999999999999,0.9333333333333333,1.0,0.82,2,2,0
7,0.55,1800,0.9966666666666667,0.9333333333333333,1.0,0.95,2,2,0
7,0.55,1900,0.998,0.9333333333333333,1.0,0.97,2,2,0
7,0.55,2000,0.9946666666666666,0.8666666666666667,1.0,0.94,2,2,0
8,0.55,100,0.9806666666666664,0.8666666666666667,1.0,0.73,3,2,1
8,0.55,200,0.9879999999999999,0.8666666666666667,1.0,0.83,3,2,0
8,0.55,300,0.9793333333333331,0.9333333333333333,1.0,0.69,3,2,0
8,0.55,400,0.9786666666666665,0.8666666666666667,1.0,0.72,3,2,0
8,0.55,500,0.9940000000000002,0.9333333333333333,1.0,0.91,3,2,0
8,0.55,600,0.9893333333333332,0.8666666666666667,1.0,0.85,3,2,1
8,0.55,700,0.982,0.8666666666666667,1.0,0.74,3,2,0
8,0.55,800,0.9793333333333331,0.8666666666666667,1.0,0.73,3,2,0
8,0.55,900,0.9900000000000001,0.9333333333333333,1.0,0.85,3,2,0
8,0.55,1000,0.9819999999999998,0.8666666666666667,1.0,0.76,3,2,0
8,0.55,1100,0.9840000000000001,0.8,1.0,0.79,3,2,0
8,0.55,1200,0.9813333333333333,0.8666666666666667,1.0,0.76,3,2,0
8,0.55,1300,0.9819999999999997,0.8666666666666667,1.0,0.76,3,2,0
8,0.55,1400,0.9893333333333331,0.8666666666666667,1.0,0.86,3,2,0
8,0.55,1500,0.9846666666666664,0.8666666666666667,1.0,0.8,3,2,0
8,0.55,1600,0.9873333333333331,0.8666666666666667,1.0,0.83,3,2,1
8,0.55,1700,0.9853333333333335,0.8666666666666667,1.0,0.79,3,2,0
8,0.55,1800,0.9846666666666662,0.8,1.0,0.82,3,2,0
8,0.55,1900,0.9919999999999999,0.9333333333333333,1.0,0.88,3,2,0
8,0.55,2000,0.9873333333333332,0.8666666666666667,1.0,0.83,3,2,0
9,0.55,100,0.9933333333333334,0.9333333333333333,1.0,0.9,3,2,0
9,0.55,200,0.9886666666666667,0.9333333333333333,1.0,0.83,3,2,0
9,0.55,300,0.9893333333333332,0.8666666666666667,1.0,0.85,3,2,0
9,0.55,400,0.9940000000000002,0.9333333333333333,1.0,0.91,3,2,0
9,0.55,500,0.9939999999999999,0.8666666666666667,1.0,0.92,3,2,0
9,0.55,600,0.9946666666666667,0.9333333333333333,1.0,0.92,3,2,0
9,0.55,700,0.9966666666666666,0.9333333333333333,1.0,0.95,3,2,0
9,0.55,800,0.9940000000000001,0.9333333333333333,1.0,0.91,3,2,1
9,0.55,900,0.9966666666666668,0.9333333333333333,1.0,0.95,3,2,0
9,0.55,1000,0.9946666666666668,0.9333333333333333,1.0,0.92,3,2,0
9,0.55,1100,0.9946666666666666,0.8666666666666667,1.0,0.94,3,2,0
9,0.55,1200,0.9960000000000002,0.9333333333333333,1.0,0.94,3,2,0
9,0.55,1300,0.9946666666666667,0.8666666666666667,1.0,0.93,3,2,0
9,0.55,1400,0.9960000000000001,0.9333333333333333,1.0,0.94,3,2,0
9,0.55,1500,0.9953333333333333,0.9333333333333333,1.0,0.93,3,2,0
9,0.55,1600,0.9926666666666665,0.9333333333333333,1.0,0.89,3,2,0
9,0.55,1700,0.9933333333333334,0.9333333333333333,1.0,0.9,3,2,0
9,0.55,1800,0.9939999999999999,0.9333333333333333,1.0,0.91,3,2,0
9,0.55,1900,0.9906666666666666,0.9333333333333333,1.0,0.86,3,2,0
9,0.55,2000,0.9933333333333333,0.8666666666666667,1.0,0.91,3,2,0
