j,k,meanr,minr,maxr,proba
7,1,0.5461538461538463,0.23076923076923078,0.8461538461538461,0.0
7,2,0.5123076923076924,0.23076923076923078,0.7692307692307693,0.0
7,3,0.5307692307692307,0.23076923076923078,0.7692307692307693,0.0
7,4,0.5176923076923079,0.23076923076923078,0.8461538461538461,0.0
7,5,0.52,0.15384615384615385,0.8461538461538461,0.0
7,6,0.5315384615384615,0.15384615384615385,0.7692307692307693,0.0
7,7,0.5438461538461538,0.3076923076923077,0.9230769230769231,0.0
7,8,0.5499999999999998,0.23076923076923078,0.8461538461538461,0.0
7,9,0.52,0.3076923076923077,0.7692307692307693,0.0
8,0,0.5980000000000001,0.13333333333333333,0.8666666666666667,0.0
8,1,0.6146666666666665,0.3333333333333333,0.8666666666666667,0.0
8,2,0.6033333333333333,0.26666666666666666,0.8,0.0
8,3,0.5953333333333334,0.13333333333333333,0.8,0.0
8,4,0.6073333333333333,0.26666666666666666,0.8,0.0
8,5,0.5873333333333333,0.2,0.8666666666666667,0.0
8,6,0.61,0.2,0.8666666666666667,0.0
8,7,0.6093333333333334,0.26666666666666666,0.8,0.0
8,8,0.5806666666666667,0.26666666666666666,0.8666666666666667,0.0
8,9,0.6066666666666667,0.3333333333333333,0.8666666666666667,0.0
9,0,0.5714285714285715,0.2857142857142857,0.8571428571428571,0.0
9,1,0.5700000000000001,0.2857142857142857,0.7857142857142857,0.0
9,2,0.5835714285714287,0.21428571428571427,0.8571428571428571,0.0
9,3,0.5492857142857147,0.21428571428571427,0.8571428571428571,0.0
9,4,0.5657142857142858,0.35714285714285715,0.8571428571428571,0.0
9,5,0.5407142857142858,0.21428571428571427,0.7857142857142857,0.0
9,6,0.5585714285714288,0.2857142857142857,0.8571428571428571,0.0
9,7,0.5685714285714285,0.2857142857142857,0.8571428571428571,0.0
9,8,0.585,0.21428571428571427,0.8571428571428571,0.0
9,9,0.5614285714285715,0.14285714285714285,0.7857142857142857,0.0
10,0,0.5049999999999997,0.16666666666666666,0.8333333333333334,0.0
10,1,0.4983333333333333,0.16666666666666666,0.9166666666666666,0.0
10,2,0.5141666666666667,0.16666666666666666,0.75,0.0
10,3,0.5249999999999999,0.16666666666666666,0.8333333333333334,0.0
10,4,0.5333333333333334,0.16666666666666666,0.8333333333333334,0.0
10,5,0.5166666666666666,0.16666666666666666,0.8333333333333334,0.0
10,6,0.5091666666666665,0.08333333333333333,0.8333333333333334,0.0
10,7,0.5300000000000002,0.25,0.8333333333333334,0.0
10,8,0.5008333333333332,0.16666666666666666,0.8333333333333334,0.0
10,9,0.5400000000000001,0.25,0.8333333333333334,0.0
11,0,0.49416666666666664,0.25,0.9166666666666666,0.0
11,1,0.47083333333333316,0.0,0.75,0.0
11,2,0.4875000000000002,0.16666666666666666,0.8333333333333334,0.0
11,3,0.48166666666666663,0.08333333333333333,0.8333333333333334,0.0
11,4,0.47666666666666657,0.16666666666666666,0.75,0.0
11,5,0.4874999999999997,0.16666666666666666,0.8333333333333334,0.0
11,6,0.4700000000000001,0.16666666666666666,0.75,0.0
11,7,0.5033333333333334,0.16666666666666666,0.8333333333333334,0.0
11,8,0.4725,0.25,0.8333333333333334,0.0
11,9,0.4983333333333331,0.16666666666666666,0.75,0.0
12,0,0.4569999999999999,0.0,0.7,0.0
12,1,0.4620000000000001,0.0,0.8,0.0
12,2,0.48900000000000005,0.1,0.8,0.0
12,3,0.503,0.0,0.8,0.0
12,4,0.477,0.0,0.8,0.0
12,5,0.4809999999999999,0.1,0.8,0.0
12,6,0.49199999999999994,0.0,0.7,0.0
12,7,0.5080000000000002,0.0,0.8,0.0
12,8,0.494,0.2,0.9,0.0
12,9,0.46300000000000013,0.0,0.7,0.0
13,0,0.5590909090909087,0.09090909090909091,0.8181818181818182,0.0
13,1,0.5618181818181817,0.18181818181818182,0.8181818181818182,0.0
13,2,0.5736363636363635,0.18181818181818182,0.8181818181818182,0.0
13,3,0.5699999999999996,0.18181818181818182,0.7272727272727273,0.0
13,4,0.5472727272727268,0.09090909090909091,0.8181818181818182,0.0
13,5,0.5881818181818178,0.09090909090909091,0.8181818181818182,0.0
13,6,0.5736363636363631,0.18181818181818182,0.8181818181818182,0.0
13,7,0.5445454545454542,0.09090909090909091,0.8181818181818182,0.0
13,8,0.5490909090909089,0.2727272727272727,0.9090909090909091,0.0
13,9,0.5690909090909089,0.2727272727272727,0.8181818181818182,0.0
14,0,0.5208333333333334,0.16666666666666666,0.75,0.0
14,1,0.4991666666666666,0.08333333333333333,0.8333333333333334,0.0
14,2,0.5200000000000004,0.25,0.75,0.0
14,3,0.49083333333333334,0.16666666666666666,0.75,0.0
14,4,0.4916666666666667,0.16666666666666666,0.75,0.0
14,5,0.5066666666666665,0.08333333333333333,0.9166666666666666,0.0
14,6,0.5158333333333331,0.16666666666666666,0.8333333333333334,0.0
14,7,0.49500000000000005,0.16666666666666666,0.8333333333333334,0.0
14,8,0.5100000000000002,0.25,0.8333333333333334,0.0
14,9,0.505,0.08333333333333333,0.75,0.0
